Betreiber,Straße,Hausnummer,Postleitzahl,Ort,Bundesland,Breitengrad,Längengrad,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Steckertypen2,P2 [kW],Steckertypen3,P3 [kW],Steckertypen4,P4 [kW]
Stadtwerke Norderstedt,Pestalozzistraße,1,22844,Norderstedt,Schleswig-Holstein,53.7315,9.99661,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Marktplatz,8,22844,Norderstedt,Schleswig-Holstein,53.70465,10.00826,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Stormarnstraße,55,22844,Norderstedt,Schleswig-Holstein,53.711781,10.018009,150.0,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,"DC Kupplung Combo, DC CHAdeMO",150.0,"DC Kupplung Combo, DC CHAdeMO",150.0,,
Stadtwerke Norderstedt,Stormarnstraße,55,22844,Norderstedt,Schleswig-Holstein,53.71177,10.01823,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Stormarnstraße,55,22844,Norderstedt,Schleswig-Holstein,53.71177,10.01823,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
E.ON Drive GmbH,Stormarnstraße,33,22844,Norderstedt,Schleswig-Holstein,53.708907,10.018673,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
Stadtwerke Norderstedt,Hökertwiete,9-11,22846,Norderstedt,Schleswig-Holstein,53.678591,9.966744,150.0,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,"DC Kupplung Combo, DC CHAdeMO",150.0,"DC Kupplung Combo, DC CHAdeMO",150.0,,
Stadtwerke Norderstedt,Buckhörner Moor,38,22846,Norderstedt,Schleswig-Holstein,53.703884,9.98441,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Buckhörner Moor,110,22846,Norderstedt,Schleswig-Holstein,53.707062,9.988827,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
EMI ElektroMobilitätsInfrastruktur GmbH,Heidbergstraße,100,22846,Norderstedt,Schleswig-Holstein,53.70222473,9.989265442,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
EMI ElektroMobilitätsInfrastruktur GmbH,Heidbergstraße,100,22846,Norderstedt,Schleswig-Holstein,53.70222473,9.989265442,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
EMI ElektroMobilitätsInfrastruktur GmbH,Heidbergstraße,100,22846,Norderstedt,Schleswig-Holstein,53.70222473,9.989265442,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
EMI ElektroMobilitätsInfrastruktur GmbH,Heidbergstraße,100,22846,Norderstedt,Schleswig-Holstein,53.70222473,9.989265442,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
EMI ElektroMobilitätsInfrastruktur GmbH,Heidbergstraße,100,22846,Norderstedt,Schleswig-Holstein,53.70222473,9.989265442,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Norderstedt,Buchenweg,101,22846,Nordersted,Schleswig-Holstein,53.69951,9.99356,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Beamtenlaufbahn,2,22846,Norderstedt,Schleswig-Holstein,53.706509,9.994024,150.0,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,"DC Kupplung Combo, DC CHAdeMO",150.0,"DC Kupplung Combo, DC CHAdeMO",150.0,,
Stadtwerke Norderstedt,Beamtenlaufbahn,2,22846,Norderstedt,Schleswig-Holstein,53.70646,9.99417,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Alter Heidberg,1,22846,Norderstedt,Schleswig-Holstein,53.70874,9.99445,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Moorbekstraße,15,22846,Norderstedt,Schleswig-Holstein,53.71555,9.99599,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Ulzburger Straße,362,22846,Norderstedt,Schleswig-Holstein,53.72031,9.99831,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Ulzburger Str.,353,22846,Norderstedt,Schleswig-Holstein,53.71121,9.9994,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
ORLEN Deutschland GmbH,Ulzburger Straße,274,22846,Norderstedt,Schleswig-Holstein,53.7100759,9.9996704,122.0,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
Stadtwerke Norderstedt,Niendorfer Str.,143,22848,Norderstedt,Schleswig-Holstein,53.66777,9.97425,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
STADAC GmbH & Co. KG,Niendorfer Str.,151,22848,Norderstedt,Schleswig-Holstein,53.667152,9.975108,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
ASG Automobilservice GROTEWOHLT GmbH,Niewisch,4,22848,Norderstedt,Schleswig-Holstein,53.663913,9.975795,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
Autohof Reimers GmbH,Ohechaussee,194,22848,Norderstedt,Schleswig-Holstein,53.669126,9.979505,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,AC Steckdose Typ 2,11.0,,,,
Stadtwerke Norderstedt,Südportal,2,22848,Norderstedt,Schleswig-Holstein,53.65312,9.98317,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Rugenbarg,84,22848,Norderstedt,Schleswig-Holstein,53.67226,9.98698,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Am Tarpenufer,10,22848,Norderstedt,Schleswig-Holstein,53.6815,9.99671,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Achternfelde,14,22850,Norderstedt,Schleswig-Holstein,53.6832,9.97926,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Achternfelde,5,22850,Norderstedt,Schleswig-Holstein,53.6826,9.97968,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Berliner Allee,25,22850,Norderstedt,Schleswig-Holstein,53.68432,9.98388,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Lütjenmoor,15,22850,Norderstedt,Schleswig-Holstein,53.685617,9.988208,150.0,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,"DC Kupplung Combo, DC CHAdeMO",150.0,"DC Kupplung Combo, DC CHAdeMO",150.0,,
Stadtwerke Norderstedt,Lütjenmoor,15,22850,Norderstedt,Schleswig-Holstein,53.68578,9.98838,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Langer Kamp,165,22850,Norderstedt,Schleswig-Holstein,53.69587,9.9908,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Am Hallenbad,14,22850,Norderstedt,Schleswig-Holstein,53.68995,10.00129,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Am Hallenbad,14,22850,Norderstedt,Schleswig-Holstein,53.68995,10.00129,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Am Hallenbad,14,22850,Norderstedt,Schleswig-Holstein,53.689995,10.0013,150.0,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,"DC Kupplung Combo, DC CHAdeMO",150.0,"DC Kupplung Combo, DC CHAdeMO",150.0,,
Stadtwerke Norderstedt,Segeberger Chaussee,74a,22850,Norderstedt,Schleswig-Holstein,53.68289,10.01095,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Glashütter Damm,198,22851,Norderstedt,Schleswig-Holstein,53.6933,10.02714,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Tangstedter Landstraße,545-547,22851,Norderstedt,Schleswig-Holstein,53.68244,10.03197,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Stadtwerke Norderstedt,Mittelstraße,39,22851,Norderstedt,Schleswig-Holstein,53.68785,10.03781,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Autohaus Scheel GmbH,Hans-Böckler-Ring,1,22851,Norderstedt,Schleswig-Holstein,53.692839,10.048921,13.2,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,
EnBW mobility+ AG und Co.KG,Rosenstraße,33-35,23795,Bad Segeberg,Schleswig-Holstein,48.741558,9.03324,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
E.ON Drive GmbH,Theodor-Storm-Str.,4,23795,Bad Segeberg,Schleswig-Holstein,53.933546,10.209471,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Leopardstraße,10,23795,Bad Segeberg,Schleswig-Holstein,53.934511,10.274708,100.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
E.ON Drive GmbH,Am Wasserwerk,5,23795,Bad Segeberg,Schleswig-Holstein,53.939008,10.286698,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Ziegelstr.,1,23795,Bad Segeberg,Schleswig-Holstein,53.9388464,10.29429662,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Ziegelstr.,1,23795,Bad Segeberg,Schleswig-Holstein,53.9388464,10.29429662,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Ziegelstr.,1,23795,Bad Segeberg,Schleswig-Holstein,53.9388464,10.29429662,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Ziegelstr.,1,23795,Bad Segeberg,Schleswig-Holstein,53.9388464,10.29429662,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Ziegelstraße,1,23795,Bad Segeberg,Schleswig-Holstein,53.93842,10.29703,22.0,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0
Kreis Segeberg,Hamburgerstraße,30,23795,Bad Segeberg,Schleswig-Holstein,53.93615,10.303215,33.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",11.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Hamburgerstraße,30,23795,Bad Segeberg,Schleswig-Holstein,53.936054,10.303384,100.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Burgfeldstraße,41,23795,Bad Segeberg,Schleswig-Holstein,53.93009,10.303714,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Burgfeldstraße,41,23795,Bad Segeberg,Schleswig-Holstein,53.93009,10.303714,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Kurhausstraße,18,23795,Bad Segeberg,Schleswig-Holstein,53.937816,10.306599,100.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Kurhausstraße,18,23795,Bad Segeberg,Schleswig-Holstein,53.937811,10.306678,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Allego GmbH,Bahnhofstraße,13,23795,Bad Segeberg,Schleswig-Holstein,53.934587,10.307248,93.0,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,AC Kupplung Typ 2,43.0,,,,
Allego GmbH,Bahnhofstraße,13,23795,Bad Segeberg,Schleswig-Holstein,53.934587,10.307248,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,150,DC Kupplung Combo,150.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Eutinerstr.,20,23795,Bad Segeberg,Schleswig-Holstein,53.950075,10.311594,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
famila,Eutiner Straße,45,23795,Bad Segeberg,Schleswig-Holstein,53.95098,10.3121,86.0,Schnellladeeinrichtung,2,DC Kupplung Combo,75,AC Steckdose Typ 2,11.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Gieschenhagen,1,23795,Bad Segeberg,Schleswig-Holstein,53.933497,10.312102,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Jasminstr.,1,23795,Bad Segeberg,Schleswig-Holstein,53.925413,10.317385,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Plöner Straße,16,23795,Klein Rönnau,Schleswig-Holstein,53.964143,10.320433,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Scharnhorststraße,4,23812,Wahlstedt,Schleswig-Holstein,53.957552,10.205235,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Neumünsterstraße,22,23812,Wahlstedt,Schleswig-Holstein,53.954101,10.206998,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Rudolf-Gußmann-Platz,1,23812,Wahlstedt,Schleswig-Holstein,53.952256,10.209457,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Waldstraße,14,23812,Wahlstedt,Schleswig-Holstein,53.952258,10.209471,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Kieler Str.,6a,23812,Wahlstedt,Schleswig-Holstein,53.956565,10.222272,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Vereinigte Stadtwerke GmbH,Neversdorfer Straße,1,23816,Leezen,Schleswig-Holstein,50.865765,10.252332,75.0,Schnellladeeinrichtung,3,DC Kupplung Combo,50,"AC Kupplung Typ 2, DC Kupplung Combo, DC CHAdeMO",50.0,AC Steckdose Typ 2,22.0,,
Aral Pulse,Bockhorner Landstraße,63a,23826,Bark O.T. Bockhorn,Schleswig-Holstein,53.91843734,10.12849867,300.0,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300,DC Kupplung Combo,300.0,,,,
Aral Pulse,Bockhorner Landstraße,63a,23826,Bark O.T. Bockhorn,Schleswig-Holstein,53.91843734,10.12849867,300.0,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300,DC Kupplung Combo,300.0,,,,
Privatperson,Dorfstraße,47,23826,Todesfelde,Schleswig-Holstein,53.89273,10.17667,22.0,Normalladeeinrichtung,1,AC Kupplung Typ 2,22,,,,,,
Privatperson,Dorfstraße,47,23826,Todesfelde,Schleswig-Holstein,53.89273,10.17667,11.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,
Privatperson,Lindenstraße,6a,23827,Wensin,Schleswig-Holstein,53.99565125,10.41272259,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
Vereinigte Stadtwerke GmbH,Am Ehrenmal,0,23845,Itzstedt,Schleswig-Holstein,53.807948,10.163692,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Ladesäule der Gemeinde Seth,Hauptstraße,52,23845,Seth,Schleswig-Holstein,53.846075,10.175295,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Tankmüller,Schulstraße,4,23845,Seth,Schleswig-Holstein,53.851059,10.176077,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Segeberger Straße,9,23863,Kayhude,Schleswig-Holstein,53.75037,10.12653,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
id-netsolutions GmbH,Segeberger Straße,9-13a,23863,Kayhude,Schleswig-Holstein,53.750392,10.126533,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
HanseWerk Charging Station,Mühlenstrasse,15,23866,Nahe,Schleswig-Holstein,53.79441,10.13658,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Oldesloer Straße,5,23867,Sülfeld,Schleswig-Holstein,53.800367,10.232988,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Aral Pulse,Rudolf-Diesel-Straße,2,24558,Henstedt-Ulzburg,Schleswig-Holstein,53.80383,9.938614,300.0,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300,DC Kupplung Combo,300.0,,,,
Aral Pulse,Rudolf-Diesel-Straße,2,24558,Henstedt-Ulzburg,Schleswig-Holstein,53.80383,9.938614,300.0,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300,DC Kupplung Combo,300.0,,,,
HanseWerk Charging Station,Kirchweg,43,24558,Henstedt-Ulzburg,Schleswig-Holstein,53.795158,9.9788,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Kirchweg,60,24558,Henstedt-Ulzburg,Schleswig-Holstein,53.79929,9.97917,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
Netz.SV Ingenieurbüro Kai Jantke,Togenkamp,1,24558,Henstedt-Ulzburg,Schleswig-Holstein,53.760272,10.023903,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
Allego GmbH,Auf dem Berge,1,24568,Kaltenkirchen,Schleswig-Holstein,53.845861,9.935799,320.0,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",320,,,,,,
Allego GmbH,Auf dem Berge,1,24568,Kaltenkirchen,Schleswig-Holstein,53.845842,9.935871,320.0,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",320,,,,,,
Allego GmbH,Auf dem Berge,1,24568,Kaltenkirchen,Schleswig-Holstein,53.845819,9.935938,320.0,Schnellladeeinrichtung,2,DC Kupplung Combo,80,DC Kupplung Combo,320.0,,,,
Tesla Germany GmbH,Auf dem Berge,1,24568,Kaltenkirchen,Schleswig-Holstein,53.845951,9.93615,250.0,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,24568,Kaltenkirchen,Schleswig-Holstein,53.845951,9.93615,250.0,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,24568,Kaltenkirchen,Schleswig-Holstein,53.845951,9.93615,250.0,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,24568,Kaltenkirchen,Schleswig-Holstein,53.845951,9.93615,250.0,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,24568,Kaltenkirchen,Schleswig-Holstein,53.845951,9.93615,250.0,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,24568,Kaltenkirchen,Schleswig-Holstein,53.845951,9.93615,250.0,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,24568,Kaltenkirchen,Schleswig-Holstein,53.845951,9.93615,250.0,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,24568,Kaltenkirchen,Schleswig-Holstein,53.845951,9.93615,250.0,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,24568,Kaltenkirchen,Schleswig-Holstein,53.845951,9.93615,250.0,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,24568,Kaltenkirchen,Schleswig-Holstein,53.845951,9.93615,250.0,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,24568,Kaltenkirchen,Schleswig-Holstein,53.845951,9.93615,250.0,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,
Tesla Germany GmbH,Auf dem Berge,1,24568,Kaltenkirchen,Schleswig-Holstein,53.845951,9.93615,250.0,Schnellladeeinrichtung,1,DC Kupplung Combo,250,,,,,,
Comfort Charge,Brooweg,48,24568,Kaltenkirchen,Schleswig-Holstein,53.82279,9.93872,150.0,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150,AC Steckdose Typ 2,22.0,AC Kupplung Typ 2,22.0,,
Stadtwerke Kaltenkirchen GmbH,Flottkamp,34,24568,Kaltenkirchen,Schleswig-Holstein,53.841743,9.951121,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Allego GmbH,Flottkamp,22-26,24568,Kaltenkirchen,Schleswig-Holstein,53.833703,9.963327,93.0,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,AC Kupplung Typ 2,43.0,,,,
HanseWerk Charging Station,Fröbelweg,1,24568,Kaltenkirchen,Schleswig-Holstein,53.839411,9.963958,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Fröbelweg,1,24568,Kaltenkirchen,Schleswig-Holstein,53.839405,9.963964,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Emil Frey Küstengarage GmbH,Porschering,1,24568,Kaltenkirchen,Schleswig-Holstein,53.831106,9.970569,39.65,Normalladeeinrichtung,2,DC Kupplung Combo,22,AC Steckdose Typ 2,11.0,,,,
Stadtwerke Lübeck GmbH,Porschering,14,24568,Kaltenkirchen,Schleswig-Holstein,53.829784,9.971113,40.0,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,DC Kupplung Combo,24.0,,,,
May & Olde GmbH,Süderstr.,1,24568,Kaltenkirchen,Schleswig-Holstein,53.826985,9.972449,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Höhne GmbH,Werner-von-Siemens-Straße,34,24568,Kaltenkirchen,Schleswig-Holstein,53.817409,9.974934,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Heide GmbH,Lakweg,19,24568,Kaltenkirchen,Schleswig-Holstein,53.8395771,9.9759537,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
famila,Kisdorfer Weg,13,24568,Kaltenkirchen,Schleswig-Holstein,53.829093,9.979536,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Bad Bramstedt GmbH,König-Christian-Straße,0,24576,Bad Bramstedt,Schleswig-Holstein,53.5502,9.53241,50.0,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,AC Steckdose Typ 2,22.0,,,,
