ID,Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4,ID
1046,GP JOULE Connect GmbH,Osternstraße,2,,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.763213,9.325209,2021-03-09,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0433 6464 21D0 3B8A 73E8 E4AE DB1A 2901 A49E 84DA 0A86 E3C1 F956 E181 7A27 5733 CE23 7325 6FC2 B23A 962C BD79 8414 A5C1 3C6B 6633 7EED 0056 327C 9D85 9D75 1960 88,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 045A 6EC3 22D7 17AD 2D32 AEDF 738E E824 758B 6952 FCFC 87C3 6621 7DBC 2BC2 DF73 5E32 9DBA 4FAE B31D CB70 B8C5 9FC7 AEB0 35C7 61F4 BE6F CB8F 63FF F834 CF69 41A4 E5,,,,,,,1046
1047,E.ON Drive Infrastructure,Ellund West,0,BAB7,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.804014,9.328616,2017-10-17,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,1047
1048,E.ON Drive Infrastructure,Raststätte Ellund-West (Str. Ellund-Ost),0,,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.80343,9.328791,2020-04-16,175,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",175,,,,,,,,,,,1048
1049,E.ON Drive Infrastructure,Raststätte Ellund-West (Str. Ellund-Ost),0,,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.80343,9.328791,2020-04-16,175,Schnellladeeinrichtung,1,"DC Kupplung Combo, DC CHAdeMO",175,,,,,,,,,,,1049
1050,Allego GmbH,Scandinavian-Park,1,,24983,Handewitt,Schleswig-Holstein,Kreis Schleswig-Flensburg,52.382725,9.333851,2021-10-04,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,3056301006072A8648CE3D020106052B8104000A03420004FE2809481A8523C5B67D26F64CA9527ED3EE3B16D2DA5833F27E20A68C2F70A8E8A56496BF3C7B035B057D771C0D2E4666C8A36CB4D155DAE05C7BA9FF37D1DF,DC Kupplung Combo,150,3056301006072A8648CE3D020106052B8104000A03420004B25838D66C60A9DCF877D50ABBFDDA82C68C372724F58254C7B6B03CCC4EED1CB9A79977B517B369F7F6D8B9556C21268A97F6A944448903F4DB01FF2E73ABE2,,,,,,,1050
1051,HanseWerk Charging Station,Flensburger Straße,29,,24986,Mittelangeln,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.693724,9.596409,2022-06-30,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,1051
1052,E.ON Drive GmbH,Flensburger Str.,29,,24986,Mittelangeln (Satrup),Schleswig-Holstein,Kreis Schleswig-Flensburg,54.69372,9.59641,2017-09-28,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,1052
1053,GP JOULE Connect GmbH,Schleswiger Str.,10,,24986,Satrup,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.691137,9.603733,2018-11-15,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1053
1054,Stadtwerke Husum GmbH,Schulstraße,9,,24988,Oeversee,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.698887,9.428995,2022-01-19,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1054
1055,Gemeinde Tarp,Stapelholmer Weg,39,,24988,Oeversee,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.69881,9.42921,2020-08-31,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1055
1056,GP JOULE Connect GmbH,An der Nordstr.,4,,24989,Dollerup,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.78374859,9.671981335,2019-11-05,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,DD1F 87E2 9B56 3D4A 5F0D 9D98 2131 C23E 9DE5 FB5C 9E99 407C F602 F9FA 9362 9E9F 8273 487B F9C9 C0A0 C411 D3C4 C859 6ADB,AC Steckdose Typ 2,22,DD1F 87E2 9B56 3D4A 5F0D 9D98 2131 C23E 9DE5 FB5C 9E99 407C F602 F9FA 9362 9E9F 8273 487B F9C9 C0A0 C411 D3C4 C859 6ADB,,,,,,,1056
1057,Stadtwerke Husum GmbH,Holm,1,,24991,Großsolt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.728545,9.490161,2019-01-29,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1057
1058,Stadtwerke Husum GmbH,Holm,4,,24991,Freienwill,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.728576,9.490334,2022-01-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1058
1059,Stadtwerke Husum GmbH,Koopmannsweg,1,,24991,Großsolt,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.707289,9.529503,2019-01-31,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1059
1060,Gemeinde Jardelund,Westring,8,,24994,Jardelund,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.82697,9.19792,2019-06-19,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1060
1061,Gemeinde Wanderup,Flensburger Str.,9,,24997,Wanderup,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.689206,9.330879,2020-05-29,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1061
1062,GP JOULE Connect GmbH,Flensburger Straße,9,,24997,Wanderup,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.689206,9.330879,2020-03-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,3 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 4B09 9804 F0FB 4B45 97D7 424F A897 422C D0C1 3CFF FB99 13FB ACBD 1642 3D56 88A8 DB6B 6DC5 CE1E 15C2 EC85 D3A8 889C 9342 ABD8 97F1 113C 16F4 C2B7 4868 CCEE 5E57 5,AC Steckdose Typ 2,22,3 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 4E09 A5B9 9105 CBFB C882 47B3 5130 1266 BE6F 7460 DFAA F457 C29D FFC4 9459 D1CB B469 DA13 3169 E124 5E42 2976 0E9B 6AE3 9F60 69C7 5893 88D5 A82C 0406 68DB 9ACD 3,,,,,,,1062
1063,Gemeinde Wanderup,Tarper Str.,19,,24997,Wanderup,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.688882,9.338586,2020-05-29,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,1063
1064,GP JOULE Connect GmbH,Tarper Straße,19,,24997,Wanderup,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.688882,9.338586,2020-03-31,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,3 0593 0130 6072 A864 8CE3 D020 1060 82A8 648C E3D0 3010 7034 2000 4E92 7666 E9D0 6665 1F8B 0279 2235 10B7 078C D036 9731 5724 8F41 E16F 11FD 8EB3 729A 303E 8012 B273 72E6 083B 99B6 5E73 CC84 15E4 23A8 2B6F 1CCF B2D2 5559 4CD4 C,,,,,,,,,,1064
1065,E.ON Drive GmbH,Breite Straße,3,,25879,Stapel,Schleswig-Holstein,Kreis Schleswig-Flensburg,54.361702,9.243804,2019-10-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1065
1066,Stadtwerke Norderstedt,Elfenhagen,62,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.7547,9.9788,2019-12-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1066
1067,Stadtwerke Norderstedt,Beim Umspannwerk,2,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.73464,9.98798,2018-07-19,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1067
1068,Stadtwerke Norderstedt,Pestalozzistraße,1,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.7315,9.99661,2019-12-18,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1068
1069,Stadtwerke Norderstedt,Marktplatz,8,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.70465,10.00826,2018-05-15,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1069
1070,Stadtwerke Norderstedt,Stormarnstraße,55,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.711781,10.018009,2021-04-28,150,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,,"DC Kupplung Combo, DC CHAdeMO",150,,"DC Kupplung Combo, DC CHAdeMO",150,,,,,1070
1071,Stadtwerke Norderstedt,Stormarnstraße,55,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.71177,10.01823,2017-12-21,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1071
1072,Stadtwerke Norderstedt,Stormarnstraße,55,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.71177,10.01823,2018-06-14,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1072
1073,E.ON Drive GmbH,Stormarnstraße,33,,22844,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.708907,10.018673,2019-01-01,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,1073
1074,Stadtwerke Norderstedt,Hökertwiete,9-11,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.678591,9.966744,2021-07-30,150,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,,"DC Kupplung Combo, DC CHAdeMO",150,,"DC Kupplung Combo, DC CHAdeMO",150,,,,,1074
1075,Stadtwerke Norderstedt,Buckhörner Moor,38,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.703884,9.98441,2021-09-22,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1075
1076,Stadtwerke Norderstedt,Buckhörner Moor,110,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.707062,9.988827,2018-08-23,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1076
1077,EMI ElektroMobilitätsInfrastruktur GmbH,Heidbergstraße,100,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.70222473,9.989265442,2022-07-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1077
1078,EMI ElektroMobilitätsInfrastruktur GmbH,Heidbergstraße,100,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.70222473,9.989265442,2022-07-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1078
1079,EMI ElektroMobilitätsInfrastruktur GmbH,Heidbergstraße,100,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.70222473,9.989265442,2022-07-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1079
1080,EMI ElektroMobilitätsInfrastruktur GmbH,Heidbergstraße,100,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.70222473,9.989265442,2022-07-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1080
1081,EMI ElektroMobilitätsInfrastruktur GmbH,Heidbergstraße,100,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.70222473,9.989265442,2022-07-01,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1081
1082,Stadtwerke Norderstedt,Buchenweg,101,,22846,Nordersted,Schleswig-Holstein,Kreis Segeberg,53.69951,9.99356,2018-03-06,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1082
1083,Stadtwerke Norderstedt,Beamtenlaufbahn,2,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.706509,9.994024,2021-04-28,150,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,,"DC Kupplung Combo, DC CHAdeMO",150,,"DC Kupplung Combo, DC CHAdeMO",150,,,,,1083
1084,Stadtwerke Norderstedt,Beamtenlaufbahn,2,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.70646,9.99417,2018-01-05,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1084
1085,Stadtwerke Norderstedt,Alter Heidberg,1,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.70874,9.99445,2018-08-02,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1085
1086,Stadtwerke Norderstedt,Moorbekstraße,15,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.71555,9.99599,2018-07-25,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1086
1087,Stadtwerke Norderstedt,Ulzburger Straße,362,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.72031,9.99831,2019-09-25,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1087
1088,Stadtwerke Norderstedt,Ulzburger Str.,353,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.71121,9.9994,2016-12-09,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1088
1089,ORLEN Deutschland GmbH,Ulzburger Straße,274,,22846,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.7100759,9.9996704,2019-07-29,122,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,1089
1090,Stadtwerke Norderstedt,Niendorfer Str.,143,,22848,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.66777,9.97425,2018-05-29,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1090
1091,STADAC GmbH & Co. KG,Niendorfer Str.,151,,22848,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.667152,9.975108,2019-01-18,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1091
1092,ASG Automobilservice GROTEWOHLT GmbH,Niewisch,4,,22848,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.663913,9.975795,2021-09-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,,1092
1093,Autohof Reimers GmbH,Ohechaussee,194,,22848,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.669126,9.979505,2021-02-21,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,,AC Steckdose Typ 2,11,,,,,,,,1093
1094,Stadtwerke Norderstedt,Südportal,2,,22848,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.65312,9.98317,2019-10-08,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1094
1095,Stadtwerke Norderstedt,Rugenbarg,84,,22848,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.67226,9.98698,2019-12-17,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1095
1096,Stadtwerke Norderstedt,Am Tarpenufer,10,,22848,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.6815,9.99671,2018-05-30,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1096
1097,Stadtwerke Norderstedt,Achternfelde,14,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.6832,9.97926,2021-10-20,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1097
1098,Stadtwerke Norderstedt,Achternfelde,5,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.6826,9.97968,2019-12-05,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1098
1099,Stadtwerke Norderstedt,Berliner Allee,25,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.68432,9.98388,2018-04-18,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1099
1100,Stadtwerke Norderstedt,Lütjenmoor,15,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.685617,9.988208,2021-07-30,150,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,,"DC Kupplung Combo, DC CHAdeMO",150,,"DC Kupplung Combo, DC CHAdeMO",150,,,,,1100
1101,Stadtwerke Norderstedt,Lütjenmoor,15,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.68578,9.98838,2018-08-28,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1101
1102,Stadtwerke Norderstedt,Langer Kamp,165,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.69587,9.9908,2020-03-19,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1102
1103,Stadtwerke Norderstedt,Am Hallenbad,14,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.68995,10.00129,2018-04-12,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1103
1104,Stadtwerke Norderstedt,Am Hallenbad,14,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.68995,10.00129,2020-03-17,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1104
1105,Stadtwerke Norderstedt,Am Hallenbad,14,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.689995,10.0013,2021-07-30,150,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,,"DC Kupplung Combo, DC CHAdeMO",150,,"DC Kupplung Combo, DC CHAdeMO",150,,,,,1105
1106,Stadtwerke Norderstedt,Segeberger Chaussee,74a,,22850,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.68289,10.01095,2019-10-15,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1106
1107,Stadtwerke Norderstedt,Glashütter Damm,198,,22851,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.6933,10.02714,2020-03-23,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1107
1108,Stadtwerke Norderstedt,Tangstedter Landstraße,545-547,,22851,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.68244,10.03197,2019-10-01,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1108
1109,Stadtwerke Norderstedt,Mittelstraße,39,,22851,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.68785,10.03781,2018-06-28,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1109
1110,Autohaus Scheel GmbH,Hans-Böckler-Ring,1,,22851,Norderstedt,Schleswig-Holstein,Kreis Segeberg,53.692839,10.048921,2021-04-19,13.2,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,,1110
1111,EnBW mobility+ AG und Co.KG,Rosenstraße,33-35,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,48.741558,9.03324,2020-12-16,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,1111
1112,E.ON Drive GmbH,Theodor-Storm-Str.,4,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.933546,10.209471,2016-12-09,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1112
1113,Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Leopardstraße,10,Levo Park,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.934511,10.274708,2020-09-01,100,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,1113
1114,E.ON Drive GmbH,Am Wasserwerk,5,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.939008,10.286698,2018-06-06,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,1114
1115,Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Ziegelstr.,1,Möbel Kraft,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.9388464,10.29429662,2021-10-04,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1115
1116,Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Ziegelstr.,1,Möbel Kraft,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.9388464,10.29429662,2021-10-04,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1116
1117,Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Ziegelstr.,1,Möbel Kraft,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.9388464,10.29429662,2021-10-04,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1117
1118,Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Ziegelstr.,1,Möbel Kraft,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.9388464,10.29429662,2021-10-04,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1118
1119,Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Ziegelstraße,1,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.93842,10.29703,2021-10-11,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,1119
1120,Kreis Segeberg,Hamburgerstraße,30,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.93615,10.303215,2015-03-12,33,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",11,,,,,,,,1120
1121,Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Hamburgerstraße,30,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.936054,10.303384,2020-09-01,100,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,1121
1122,Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Burgfeldstraße,41,Kreissporthalle,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.93009,10.303714,2022-04-14,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1122
1123,Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Burgfeldstraße,41,Kreissporthalle,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.93009,10.303714,2022-04-14,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1123
1124,Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Kurhausstraße,18,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.937816,10.306599,2019-04-26,100,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,1124
1125,Energie und Wasser Wahlstedt/Bad Segeberg GmbH & Co.KG,Kurhausstraße,18,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.937811,10.306678,2016-06-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1125
1126,Allego GmbH,Bahnhofstraße,13,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.934587,10.307248,2018-06-22,93,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Kupplung Typ 2,43,,,,,,,,1126
1127,Allego GmbH,Bahnhofstraße,13,,23795,Bad Segeberg,Schleswig-Holstein,Kreis Segeberg,53.934587,10.307248,2022-11-04,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,3056301006072A8648CE3D020106052B8104000A03420004D8F4D67E00871875F1681430EA846E0DB0EB14C77215F0467CA31E45E7D0AB2B816F9FDBFDEE6FE6A8204B8FD672E6BA6A502FE134164FC9EEF383729DB48641,DC Kupplung Combo,150,3056301006072A8648CE3D020106052B8104000A034200040B3EC7ECF597E8E982A311E278DF384DA7D47429928E7FF9990570002777BDEE1EE79D7C9F4F5C38932CFE1B8387981706E399B1174CCDA121F8F9BC9753F8DD,,,,,,,1127
